FileName TelescopeSurvey_TFRM.dat
TelescopeId TFRM
CarrierId TFRM
SurveyList 120
2025/06/21-00:46:30.000 2025/06/21-00:47:00.000      278.072500       20.881000        0.000000     0.008050000    -0.021400000
2025/06/21-00:47:00.000 2025/06/21-00:47:30.000        6.425000      -34.919000        0.000000     0.002450000    -0.003516667
2025/06/21-00:47:30.000 2025/06/21-00:48:00.000      268.813000        9.724000        0.000000     0.007766667     0.001366667
2025/06/21-00:48:00.000 2025/06/21-00:48:30.000      342.457000      -49.547000        0.000000     0.004133333     0.002816667
2025/06/21-00:48:30.000 2025/06/21-00:49:00.000      302.167000       12.533000        0.000000     0.005966667    -0.001133333
2025/06/21-00:49:00.000 2025/06/21-00:49:30.000      252.237000       16.169000        0.000000     0.004200000     0.000466667
2025/06/21-00:49:30.000 2025/06/21-00:50:00.000      185.136000      -60.873500        0.000000     0.005300000     0.000183333
2025/06/21-00:50:00.000 2025/06/21-00:50:30.000      224.303000      -20.789000        0.000000     0.008533333    -0.000633333
2025/06/21-00:50:30.000 2025/06/21-00:51:00.000      275.134500       10.776000        0.000000     0.004150000     0.000533333
2025/06/21-00:51:00.000 2025/06/21-00:51:30.000      333.377000        5.310000        0.000000     0.006983333     0.014283333
2025/06/21-00:51:30.000 2025/06/21-00:52:00.000      301.208000        6.997000        0.000000     0.001766667     0.000133333
2025/06/21-00:52:00.000 2025/06/21-00:52:30.000      277.189000        2.310000        0.000000     0.002816667     0.000766667
2025/06/21-00:52:30.000 2025/06/21-00:53:00.000      209.036500      -46.928000        0.000000     0.002716667     0.002366667
2025/06/21-00:53:00.000 2025/06/21-00:53:30.000      239.616000       14.287000        0.000000     0.009016667    -0.001500000
2025/06/21-00:53:30.000 2025/06/21-00:54:00.000      200.630000      -55.222500        0.000000     0.003466667     0.001383333
2025/06/21-00:54:00.000 2025/06/21-00:54:30.000       36.703000      -54.299000        0.000000     0.003550000     0.001233333
2025/06/21-00:54:30.000 2025/06/21-00:55:00.000      264.628000       21.787500        0.000000     0.004333333    -0.000116667
2025/06/21-00:55:00.000 2025/06/21-00:55:30.000      282.060000       12.157000        0.000000     0.001933333     0.000016667
2025/06/21-00:55:30.000 2025/06/21-00:56:00.000      279.133500       30.240000        0.000000     0.000750000    -0.000066667
2025/06/21-00:56:00.000 2025/06/21-00:56:30.000      319.246000       24.734000        0.000000     0.004866667    -0.000166667
2025/06/21-00:56:30.000 2025/06/21-00:57:00.000      291.910000        5.843000        0.000000     0.002766667     0.000766667
2025/06/21-00:57:00.000 2025/06/21-00:57:30.000      295.693000        7.529000        0.000000     0.002166667     0.000150000
2025/06/21-00:57:30.000 2025/06/21-00:58:00.000      234.138000       -9.964000        0.000000     0.002033333     0.000666667
2025/06/21-00:58:00.000 2025/06/21-00:58:30.000       25.378000      -36.675000        0.000000     0.005100000    -0.006383333
2025/06/21-00:58:30.000 2025/06/21-00:59:00.000      340.374500       -9.321500        0.000000     0.002883333    -0.000416667
2025/06/21-00:59:00.000 2025/06/21-00:59:30.000      335.913000        9.900000        0.000000     0.002550000     0.000350000
2025/06/21-00:59:30.000 2025/06/21-01:00:00.000      340.699000        9.397000        0.000000     0.006400000     0.001866667
endlist
