ScheduleName PlannedSchedule.dat
ScheduleStartTime 2025/06/21-00:00:00.000
ScheduleStopTime 2025/06/23-23:59:32.000
TaskList 1897
TFRM-000048                      follow-up       4 2025/06/21-00:23:30.000 2025/06/21-00:24:00.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       17.034199
TFRM-000049                      follow-up       4 2025/06/21-00:24:00.000 2025/06/21-00:24:30.000 TFRM TFRM     I98005B    ALL          25   0.0        0.000000       17.557276
TFRM-000050                      follow-up       4 2025/06/21-00:24:30.000 2025/06/21-00:25:00.000 TFRM TFRM     I77047D    ALL          25   0.0        0.000000       17.022517
TFRM-000051                      follow-up       4 2025/06/21-00:25:00.000 2025/06/21-00:25:30.000 TFRM TFRM     I77047D    ALL          25   0.0        0.000000       17.015876
TFRM-000052                      follow-up       4 2025/06/21-00:25:30.000 2025/06/21-00:26:00.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.421757
TFRM-000053                      follow-up       4 2025/06/21-00:26:00.000 2025/06/21-00:26:30.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       16.976798
TFRM-000054                      follow-up       4 2025/06/21-00:26:30.000 2025/06/21-00:27:00.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       16.965096
TFRM-000055                      follow-up       4 2025/06/21-00:27:00.000 2025/06/21-00:27:30.000 TFRM TFRM     I99073D    ALL          25   0.0        0.000000       16.399737
TFRM-000056                      follow-up       4 2025/06/21-00:27:30.000 2025/06/21-00:28:00.000 TFRM TFRM     I99073D    ALL          25   0.0        0.000000       16.376682
TFRM-000057                      follow-up       4 2025/06/21-00:28:00.000 2025/06/21-00:28:30.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       16.929534
TFRM-000058                      follow-up       4 2025/06/21-00:28:30.000 2025/06/21-00:29:00.000 TFRM TFRM     I11077AL   ALL          25   0.0        0.000000       16.917525
TFRM-000059                      follow-up       4 2025/06/21-00:29:00.000 2025/06/21-00:29:30.000 TFRM TFRM     I02023D    ALL          25   0.0        0.000000       17.266941
TFRM-000060                      follow-up       4 2025/06/21-00:29:30.000 2025/06/21-00:30:00.000 TFRM TFRM     I21087A    ALL          25   0.0        0.000000       16.295041
TFRM-000061                      follow-up       4 2025/06/21-00:30:00.000 2025/06/21-00:30:30.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       17.133629
TFRM-000062                      follow-up       4 2025/06/21-00:30:30.000 2025/06/21-00:31:00.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.334418
TFRM-000063                      follow-up       4 2025/06/21-00:31:00.000 2025/06/21-00:31:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.325807
TFRM-000064                      follow-up       4 2025/06/21-00:31:30.000 2025/06/21-00:32:00.000 TFRM TFRM     I99073D    ALL          25   0.0        0.000000       16.185338
TFRM-000065                      follow-up       4 2025/06/21-00:32:00.000 2025/06/21-00:32:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.308709
TFRM-000066                      follow-up       4 2025/06/21-00:32:30.000 2025/06/21-00:33:00.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       17.098677
TFRM-000067                      follow-up       4 2025/06/21-00:33:00.000 2025/06/21-00:33:30.000 TFRM TFRM     I02035C    ALL          25   0.0        0.000000       17.091573
TFRM-000068                      follow-up       4 2025/06/21-00:33:30.000 2025/06/21-00:34:00.000 TFRM TFRM     I21087A    ALL          25   0.0        0.000000       16.436758
TFRM-000069                      follow-up       4 2025/06/21-00:34:00.000 2025/06/21-00:34:30.000 TFRM TFRM     I77021A    ALL          25   0.0        0.000000       17.328053
TFRM-000070                      follow-up       4 2025/06/21-00:34:30.000 2025/06/21-00:35:00.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.266961
TFRM-000071                      follow-up       4 2025/06/21-00:35:00.000 2025/06/21-00:35:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.258836
TFRM-000072                      follow-up       4 2025/06/21-00:35:30.000 2025/06/21-00:36:00.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.250803
TFRM-000073                      follow-up       4 2025/06/21-00:36:00.000 2025/06/21-00:36:30.000 TFRM TFRM     I76073B    ALL          25   0.0        0.000000       17.350206
TFRM-000074                      follow-up       4 2025/06/21-00:36:30.000 2025/06/21-00:37:00.000 TFRM TFRM     I77021A    ALL          25   0.0        0.000000       17.281448
TFRM-000075                      follow-up       4 2025/06/21-00:37:00.000 2025/06/21-00:37:30.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.227350
TFRM-000076                      follow-up       4 2025/06/21-00:37:30.000 2025/06/21-00:38:00.000 TFRM TFRM     I96070B    ALL          25   0.0        0.000000       16.219780
TFRM-000077                      follow-up       4 2025/06/21-00:38:00.000 2025/06/21-00:38:30.000 TFRM TFRM     I76073B    ALL          25   0.0        0.000000       17.332389
TFRM-000078                      follow-up       4 2025/06/21-00:38:30.000 2025/06/21-00:39:00.000 TFRM TFRM     I76073B    ALL          25   0.0        0.000000       17.327879
TFRM-000079                      follow-up       4 2025/06/21-00:39:00.000 2025/06/21-00:39:30.000 TFRM TFRM     I76073B    ALL          25   0.0        0.000000       17.323346
TFRM-000080                      follow-up       4 2025/06/21-00:39:30.000 2025/06/21-00:40:00.000 TFRM TFRM     I77021A    ALL          25   0.0        0.000000       17.223785
