FileName SurveyMidPoint.dat
FileStartTime 2025/06/21-00:00:00.000
FileStopTime 2025/06/24-00:00:00.000
MidPointEvents 7420
2025/06/22-02:10:02.000 TFRM          000000858     0.0003837049    1.9996162951  162.4418592555   95.0985098196  120.0222317540      38223.0442   14.0718727669   15.9281272331   17.5537962433
2025/06/22-22:02:11.000 TFRM          000000858     0.0004548589    1.9995451411  128.7784057815   42.0465640196  158.1286606267      37692.1244   14.3861121097   15.6138878903   51.2105229046
2025/06/23-23:32:47.000 TFRM          000000858     0.0004915411    1.9995084589  149.5277237799   61.5787092943  159.8330972228      37893.2656   14.1466733971   15.8533266029   30.4650366762
2025/06/21-23:07:02.000 TFRM          000001317     0.0003906377    1.9996093623  112.5508291534   31.1206693086  157.8632404312      39061.6399   14.5344015258   15.4655984742   67.4355768584
2025/06/22-22:25:41.000 TFRM          000001317     0.0003379115    1.9996620885  102.7393171598   28.3495556019  136.5598562449      39002.7937   14.7498845966   15.2501154034   77.2463476281
2025/06/22-22:36:11.000 TFRM          000001317     0.0003538259    1.9996461741  105.2325737271   28.8553960619  138.7367961040      39017.9649   14.6916898592   15.3083101408   74.7532402683
2025/06/22-22:38:11.000 TFRM          000001317     0.0003567723    1.9996432277  105.7074771613   28.9773355878  139.1486184394      39020.9566   14.6808849730   15.3191150270   74.2783682856
2025/06/22-22:41:41.000 TFRM          000001317     0.0003618615    1.9996381385  106.5385266491   29.2097998143  139.8669363143      39026.2691   14.6621890510   15.3378109490   73.4473761581
2025/06/23-01:25:41.000 TFRM          000001317     0.0004878658    1.9995121342  144.8157322478   56.2170845717  161.9364846794      39359.6750   14.0575431335   15.9424568665   35.1757231268
2025/06/23-01:27:11.000 TFRM          000001317     0.0004879038    1.9995120962  145.1503050463   56.5365256352  161.9013045652      39363.2047   14.0542605239   15.9457394761   34.8412204936
2025/06/23-01:30:41.000 TFRM          000001317     0.0004879108    1.9995120892  145.9285757043   57.2839877537  161.7943582103      39371.4517   14.0467506875   15.9532493125   34.0631142065
2025/06/23-02:34:11.000 TFRM          000001317     0.0004684346    1.9995315654  159.0536375609   71.2347041691  155.0310111446      39521.2196   13.9467301942   16.0532698058   20.9410395396
2025/06/23-02:34:41.000 TFRM          000001317     0.0004681365    1.9995318635  159.1445741557   71.3467624438  154.9518378787      39522.3813   13.9462157929   16.0537842071   20.8501248665
2025/06/23-22:39:47.000 TFRM          000001317     0.0003651824    1.9996348176  106.0868463245   29.3569467906  125.9280326408      39028.5645   14.6726060936   15.3273939064   73.8990238738
2025/06/23-22:44:17.000 TFRM          000001317     0.0003715356    1.9996284644  107.1559466767   29.7085171493  126.8807484285      39035.6178   14.6487692751   15.3512307249   72.8299995411
2025/06/23-23:05:47.000 TFRM          000001317     0.0003998261    1.9996001739  112.2611134972   31.8771388601  131.3983775696      39071.4456   14.5408989284   15.4591010716   67.7252623543
2025/06/23-23:06:17.000 TFRM          000001317     0.0004004421    1.9995995579  112.3797540105   31.9363855577  131.5026716789      39072.3193   14.5385063376   15.4614936624   67.6066331208
2025/06/23-23:06:47.000 TFRM          000001317     0.0004010562    1.9995989438  112.4983906687   31.9960018074  131.6069279919      39073.1948   14.5361189095   15.4638810905   67.4880078003
2025/06/23-23:08:47.000 TFRM          000001317     0.0004034931    1.9995965069  112.9728875498   32.2381155719  132.0235611092      39076.7144   14.5266209049   15.4733790951   67.0135568466
2025/06/23-23:10:17.000 TFRM          000001317     0.0004053001    1.9995946999  113.3287036861   32.4234724708  132.3356142670      39079.3727   14.5195515791   15.4804484209   66.6577757593
2025/06/23-23:11:47.000 TFRM          000001317     0.0004070893    1.9995929107  113.6844696750   32.6120000524  132.6472977093      39082.0467   14.5125285108   15.4874714892   66.3020453350
2025/06/21-23:28:02.000 TFRM          000001360     0.0258288418    1.9741711582  140.5206019626   58.2991712627  171.9222732245       8354.3324   10.9160705853   19.0839294147   39.4773963448
2025/06/21-23:29:01.006 TFRM          000001360     0.0272134787    1.9727865213  142.0185455758   58.8526643486  170.3482862780       8108.7558   10.8341069395   19.1658930605   37.9795738912
2025/06/23-01:30:41.000 TFRM          000001360     0.0403131071    1.9596868929  147.7273733529   59.0414791716  161.6609617137       6160.2743   10.1778004290   19.8221995710   32.2713871695
2025/06/22-23:16:41.000 TFRM          000001458     0.0031698027    1.9968301973  131.4576514884   48.9864509415  164.2107490953      93045.4758   16.2979918312   13.7020081688   48.5160812324
2025/06/22-22:42:13.180 TFRM          000001549     0.1402903109    1.8597096891  106.7870743762   28.2155038337  139.8139504900       2125.9274    9.8273898519   20.1726101481   73.2121586331
2025/06/22-00:54:35.074 TFRM          000001726     0.1168319593    1.8831680407  158.5931664742   80.1487492679  128.1781715668       2847.8059   11.0029848800   18.9970151200   21.4064418175
2025/06/22-00:47:37.927 TFRM          000002091     0.1694468723    1.8305531277  148.7586007545   60.7636966366  145.3203205420       1986.0677    7.2881563652   22.7118436348   31.2410110586
2025/06/21-01:24:45.000 TFRM          000002215     0.0004630681    1.9995369319  151.0531583042  111.1344985915   91.5113838790      36282.7704   16.8723082314   13.1276917686   28.9402246451
2025/06/21-21:52:32.000 TFRM          000002215     0.0006205383    1.9993794617  168.9755347133   87.1464683488  127.2949092047      36727.7425   16.7897446012   13.2102553988   11.0218190437
2025/06/23-23:10:17.000 TFRM          000002217     0.0007317388    1.9992682612  114.6000938067   34.5145331426  133.8675455604      37111.4140   15.4697489614   14.5302510386   65.3871925270
2025/06/23-23:11:47.000 TFRM          000002217     0.0007326433    1.9992673567  114.9926600403   34.7317171540  134.2195935024      37113.3733   15.4621259682   14.5378740318   64.9946658246
2025/06/21-21:27:32.000 TFRM          000002219     0.0007716520    1.9992283480  137.1685341975   48.9999157722  164.4649271552      35603.0247   15.2190288266   14.7809711734   42.8223454918
2025/06/21-21:28:02.000 TFRM          000002219     0.0007715747    1.9992284253  137.2974502121   49.1090389938  164.3905563208      35604.5524   15.2174925466   14.7825074534   42.6934512499
2025/06/21-22:12:02.715 TFRM          000002219     0.0007526421    1.9992473579  148.4966875251   59.0929576958  156.0858703894      35744.5163   15.1028521362   14.8971478638   31.4962747187
2025/06/22-01:15:32.000 TFRM          000002219     0.0004848846    1.9995151154  158.5955710411  103.9999309341  112.8989017637      36314.0789   15.0569126741   14.9430873259   21.3994356111
2025/06/22-01:16:02.000 TFRM          000002219     0.0004840200    1.9995159800  158.4822848255  104.1241892856  112.7787878395      36315.3130   15.0577250893   14.9422749107   21.5126964781
2025/06/22-22:07:41.000 TFRM          000002219     0.0006298297    1.9993701703  168.7351056291   84.5747466944  143.4449393890      36491.3558   15.0164922674   14.9835077326   11.2622087231
